Num,Div,Date,Time,Field,Visitor,TeamV,Home,TeamH
101035,B09A,9/18/2010,12:00 AM,TBS(H),2956,GRock-Daly,2506,RDell-Breslin
101036,B09A,9/18/2010,12:00 AM,F1,2797,Hotspur-Illes,2759,Iron-RNeves
101037,B09A,9/18/2010,12:00 AM,F1,2741,Ft.Lee-Guacci,2831,Mar-Henni
101038,B09A,9/18/2010,12:00 AM,TBS(H),3116,NoVal-Hliboki,2957,GRock-Gonz
101039,B09A,9/25/2010,12:00 AM,F1,2506,RDell-Breslin,2741,Ft.Lee-Guacci
101040,B09A,9/25/2010,12:00 AM,F1,2957,GRock-Gonz,2759,Iron-RNeves
101041,B09A,9/25/2010,12:00 AM,F1,3116,NoVal-Hliboki,2797,Hotspur-Illes
101042,B09A,9/25/2010,12:00 AM,F1,2831,Mar-Henni,2956,GRock-Daly
101043,B09A,10/2/2010,12:00 AM,F1,2506,RDell-Breslin,2759,Iron-RNeves
101044,B09A,10/2/2010,12:00 AM,F1,3116,NoVal-Hliboki,2831,Mar-Henni
101045,B09A,10/2/2010,12:00 AM,F1,2797,Hotspur-Illes,2956,GRock-Daly
101046,B09A,10/2/2010,12:00 AM,F1,2741,Ft.Lee-Guacci,2957,GRock-Gonz
101047,B09A,10/16/2010,12:00 AM,F1,2741,Ft.Lee-Guacci,2797,Hotspur-Illes
101048,B09A,10/16/2010,12:00 AM,F1,2759,Iron-RNeves,2831,Mar-Henni
101049,B09A,10/16/2010,12:00 AM,F1,2957,GRock-Gonz,2956,GRock-Daly
101050,B09A,10/16/2010,12:00 AM,F1,2506,RDell-Breslin,3116,NoVal-Hliboki
101051,B09A,10/23/2010,12:00 AM,F1,2797,Hotspur-Illes,2506,RDell-Breslin
101052,B09A,10/23/2010,12:00 AM,F1,2759,Iron-RNeves,2741,Ft.Lee-Guacci
101053,B09A,10/23/2010,12:00 AM,F1,2831,Mar-Henni,2957,GRock-Gonz
101054,B09A,10/23/2010,12:00 AM,F1,2956,GRock-Daly,3116,NoVal-Hliboki
101055,B09A,10/30/2010,12:00 AM,F1,2957,GRock-Gonz,2506,RDell-Breslin
101056,B09A,10/30/2010,12:00 AM,F1,3116,NoVal-Hliboki,2741,Ft.Lee-Guacci
101057,B09A,10/30/2010,12:00 AM,F1,2956,GRock-Daly,2759,Iron-RNeves
101058,B09A,10/30/2010,12:00 AM,F1,2831,Mar-Henni,2797,Hotspur-Illes
101059,B09A,11/6/2010,12:00 AM,TBS(V),2831,Mar-Henni,2506,RDell-Breslin
101060,B09A,11/6/2010,12:00 AM,F1,2956,GRock-Daly,2741,Ft.Lee-Guacci
101061,B09A,11/6/2010,12:00 AM,F1,3116,NoVal-Hliboki,2759,Iron-RNeves
101062,B09A,11/6/2010,12:00 AM,F1,2797,Hotspur-Illes,2957,GRock-Gonz
101063,B09A,11/13/2010,12:00 AM,F1,2831,Mar-Henni,2741,Ft.Lee-Guacci
101064,B09A,11/13/2010,12:00 AM,F1,2759,Iron-RNeves,2797,Hotspur-Illes
